"Refprod";"Nomprod";"NoFour";"CodeCateg";"NoSousCateg";"QteParUnit";"PrixUnit";"UnitesStock";"UnitesCom";"NiveauReap";"Indisponible"
2369;"Fromage de chèvre lactique affiné, au lait pasteurisé (type bûchette ou crottin)";34;21;52670;"1";6,12 €;100;0;0;0
2370;"Fromage de chèvre lactique affiné (type bûchette, crottin, Sainte-Maure)";34;21;52671;"1";6,31 €;100;0;0;0
2371;"Sainte-Maure de Touraine (fromage de chèvre)";34;21;52672;"1";9,36 €;100;0;0;0
2372;"Fromage de chèvre demi-sec";34;21;52673;"1";2,60 €;100;0;0;0
2373;"Fromage de chèvre bûche";34;21;52674;"1";7,07 €;100;0;0;0
2374;"Fromage de chèvre bûche, allégé en matière grasse";34;21;52675;"1";7,07 €;100;0;0;0
2375;"Fromage de chèvre à pâte molle non pressée non cuite croûte naturelle, au lait pasteurisé";34;21;52676;"1";10,59 €;100;0;0;0
2376;"Fromage de chèvre sec";34;21;52677;"1";6,93 €;100;0;0;0
2377;"Fromage de chèvre à pâte molle et croûte fleurie type camembert";34;21;52678;"1";9,29 €;100;0;0;0
2378;"Fromage de brebis à pâte molle et croûte fleurie";34;21;52679;"1";2,84 €;100;0;0;0
2379;"Chabichou (fromage de chèvre)";34;21;52680;"1";2,84 €;100;0;0;0
2380;"Pélardon (fromage de chèvre)";34;21;52681;"1";9,85 €;100;0;0;0
2381;"Crottin de chèvre, au lait cru";34;21;52682;"1";2,96 €;100;0;0;0
2382;"Crottin de chèvre, sans précision";34;21;52683;"1";4,54 €;100;0;0;0
2383;"Crottin de Chavignol (fromage de chèvre)";34;21;52684;"1";15,72 €;100;0;0;0
2384;"Picodon (fromage de chèvre)";34;21;52685;"1";7,39 €;100;0;0;0
2385;"Pouligny Saint-Pierre (fromage de chèvre)";34;21;52686;"1";9,62 €;100;0;0;0
2386;"Sainte-Maure (fromage de chèvre)";34;21;52687;"1";6,05 €;100;0;0;0
2387;"Selles-sur-Cher (fromage de chèvre)";34;21;52688;"1";2,96 €;100;0;0;0
2388;"Chevrot (fromage de chèvre)";34;21;52689;"1";2,84 €;100;0;0;0
2389;"Rocamadour (fromage de chèvre)";34;21;52690;"1";2,96 €;100;0;0;0
2390;"Valençay (fromage de chèvre)";34;21;52691;"1";5,32 €;100;0;0;0
2391;"Roquefort";34;21;52692;"1";5,51 €;100;0;0;0
2392;"Fourme de Montbrison";34;21;52693;"1";8,56 €;100;0;0;0
2393;"Fromage bleu au lait de vache";34;21;52694;"1";10,39 €;100;0;0;0
2394;"Fromage bleu d'Auvergne";34;21;52695;"1";6,27 €;100;0;0;0
2395;"Fourme d'Ambert";34;21;52696;"1";6,27 €;100;0;0;0
2396;"Fromage bleu des Causses";34;21;52697;"1";9,41 €;100;0;0;0
2397;"Gorgonzola";34;21;52698;"1";8,95 €;100;0;0;0
2398;"Bleu de Gex ou Fromage bleu du Haut-jura ou Bleu de septmoncel (AOC)";34;21;52699;"1";2,64 €;100;0;0;0
2399;"Fromage bleu de Bresse";34;21;52700;"1";4,54 €;100;0;0;0
2400;"Fromage bleu de Bresse allegé environ 15% MG";34;21;52701;"1";4,54 €;100;0;0;0
2401;"Fromage à pâte pressée cuite (aliment moyen)";34;21;52702;"1";3,21 €;100;0;0;0
2402;"Beaufort";34;21;52703;"1";4,66 €;100;0;0;0
2403;"Comté";34;21;52704;"1";4,31 €;100;0;0;0
2404;"Abondance";34;21;52705;"1";2,98 €;100;0;0;0
2405;"Gruyère IGP France";34;21;52706;"1";15,22 €;100;0;0;0
2406;"Gruyère";34;21;52707;"1";3,40 €;100;0;0;0
2407;"Emmental ou emmenthal";34;21;52708;"1";10,25 €;100;0;0;0
2408;"Fromage à pate pressée cuite type emmental ou emmenthal, allégé en matière grasse";34;21;52709;"1";4,66 €;100;0;0;0
2409;"Emmental ou emmenthal râpé";34;21;52710;"1";4,54 €;100;0;0;0
2410;"Ossau-Iraty";34;21;52711;"1";4,66 €;100;0;0;0
2411;"Parmesan";34;21;52712;"1";7,02 €;100;0;0;0
2412;"Fontina";34;21;52713;"1";7,21 €;100;0;0;0
2413;"Grana Padano";34;21;52714;"1";10,26 €;100;0;0;0
2414;"Fromage à pâte ferme environ 14% MG type Masdaam à teneur réduite en MG";34;21;52715;"1";3,40 €;100;0;0;0
2415;"Provolone";34;21;52716;"1";7,97 €;100;0;0;0
2416;"Cantal entre-deux";34;21;52717;"1";7,97 €;100;0;0;0
2417;"Cantal, Salers ou Laguiole";34;21;52718;"1";2,64 €;100;0;0;0
2418;"Salers";34;21;52719;"1";11,61 €;100;0;0;0
2419;"Cheddar";34;21;52720;"1";9,49 €;100;0;0;0
2420;"Edam";34;21;52721;"1";3,74 €;100;0;0;0
2421;"Mimolette jeune";34;21;52722;"1";3,74 €;100;0;0;0
2422;"Gouda";34;21;52723;"1";11,10 €;100;0;0;0
2423;"Mimolette demi-vieille";34;21;52724;"1";3,86 €;100;0;0;0
2424;"Mimolette vieille";34;21;52725;"1";3,51 €;100;0;0;0
2425;"Mimolette, sans précision";34;21;52726;"1";10,30 €;100;0;0;0
2426;"Fromage à pâte ferme environ 27% MG type Maasdam";34;21;52727;"1";12,41 €;100;0;0;0
2427;"Mimolette extra-vieille";34;21;52728;"1";2,64 €;100;0;0;0
2428;"Morbier";34;21;52729;"1";11,49 €;100;0;0;0
2429;"Fromage de brebis des Pyrénées";34;21;52730;"1";3,86 €;100;0;0;0
2430;"Saint-Nectaire, laitier";34;21;52731;"1";3,74 €;100;0;0;0
2431;"Raclette (fromage)";34;21;52732;"1";3,86 €;100;0;0;0
2432;"Saint-Nectaire, fermier";34;21;52733;"1";6,22 €;100;0;0;0
2433;"Saint-Nectaire, sans précision";34;21;52734;"1";6,41 €;100;0;0;0
2434;"Saint-Paulin (fromage à pâte pressée non cuite demi-ferme)";34;21;52735;"1";9,46 €;100;0;0;0
2435;"Tomme ou tome de vache";34;21;52736;"1";1,07 €;100;0;0;0
2436;"Tomme ou tome de montagne ou de Savoie";34;21;52737;"1";7,17 €;100;0;0;0
2437;"Tomme ou tome, allégée en matière grasse, environ 13% MG";34;21;52738;"1";7,17 €;100;0;0;0
2438;"Asiago";34;21;52739;"1";7,92 €;100;0;0;0
2439;"Fromage de brebis Corse à pâte molle";34;21;52740;"1";13,31 €;100;0;0;0
2440;"Tome des Bauges";34;21;52741;"1";11,98 €;100;0;0;0
2441;"Fromage de brebis à pâte pressée";34;21;52742;"1";11,10 €;100;0;0;0
2442;"Fromage de lactosérum de brebis";34;21;52743;"1";12,40 €;100;0;0;0
2443;"Fromage fondu en tranchettes";34;21;52744;"1";10,87 €;100;0;0;0
2444;"Fromage fondu en portions ou en cubes environ 20% MG";34;21;52745;"1";13,66 €;100;0;0;0
2445;"Fromage fondu double crème, environ 31% MG";34;21;52746;"1";13,54 €;100;0;0;0
2446;"Cancoillotte (spécialité fromagère fondue)";34;21;52747;"1";13,66 €;100;0;0;0
2447;"Spécialité fromagère fondante au fromage blanc et aux noix";34;21;52748;"1";16,02 €;100;0;0;0
2448;"Snack pour enfants à base de fromage fondu et de gressins";34;21;52749;"1";16,21 €;100;0;0;0
2449;"Fromage type feta, au lait de vache";34;21;52750;"1";19,26 €;100;0;0;0
2450;"Feta de brebis";34;21;52751;"1";12,40 €;100;0;0;0
2451;"Fromage type feta, au lait de vache, à l'huile et aux aromates";34;21;52752;"1";16,97 €;100;0;0;0
2452;"Spécialité fromagère non affinée environ 25% MG, type fromage en barquette à tartiner ou coque fromagère";34;21;52753;"1";16,97 €;100;0;0;0
2453;"Spécialité fromagère non affinée environ 20% MG, type fromage en barquette à tartiner ou coque fromagère";34;21;52754;"1";11,64 €;100;0;0;0
2454;"Fromage de chèvre frais, au lait pasteurisé (type bûchette fraîche)";34;21;52755;"1";10,07 €;100;0;0;0
2455;"Fromage de chèvre frais, au lait cru (type palet ou crottin frais)";34;21;52756;"1";10,84 €;100;0;0;0
2456;"Fromage de chèvre frais, au lait pasteurisé ou cru (type crottin frais ou bûchette fraîche)";34;21;52757;"1";12,74 €;100;0;0;0
2457;"Fromage de chèvre à tartiner, nature";34;21;52758;"1";12,74 €;100;0;0;0
2458;"Spécialité fromagère non affinée à tartiner environ 30-40 % MG aromatisée (ex: ail et fines herbes)";34;21;52759;"1";11,41 €;100;0;0;0
2459;"Mascarpone";34;21;52760;"1";12,86 €;100;0;0;0
2460;"Ricotta";34;21;52761;"1";12,51 €;100;0;0;0
2461;"Mozzarella au lait de vache";34;21;52762;"1";11,18 €;100;0;0;0
2462;"Crème de lait, 30% MG, épaisse, rayon frais";34;14;2462;"1";10,30 €;100;0;0;0
2463;"Crème de lait, 30% MG, semi-épaisse, UHT";34;14;2463;"1";11,60 €;100;0;0;0
2464;"Crème chantilly, sous pression, UHT";34;14;2464;"1";10,07 €;100;0;0;0
2465;"Crème de lait, 15 à 20% MG, légère, semi-épaisse, UHT";34;14;2465;"1";12,86 €;100;0;0;0
2466;"Crème de lait, 15 à 20% MG, légère, épaisse, rayon frais";34;14;2466;"1";12,74 €;100;0;0;0
2467;"Spécialité à base de crème légère 8% MG, fluide ou épaisse";34;14;2467;"1";12,29 €;100;0;0;0
2468;"Eau de source, embouteillée (aliment moyen)";34;17;2468;"1";6,27 €;100;0;0;0
2469;"Eau minérale, embouteillée, faiblement minéralisée (aliment moyen)";34;17;2469;"1";6,27 €;100;0;0;0
2470;"Eau minérale (aliment moyen)";34;17;2470;"1";11,77 €;100;0;0;0
2471;"Eau minérale, plate (aliment moyen)";34;17;2471;"1";8,72 €;100;0;0;0
2472;"Eau minérale, gazeuse (aliment moyen)";34;17;2472;"1";2,64 €;100;0;0;0
2473;"Eau du robinet";34;17;2473;"1";4,54 €;100;0;0;0
2474;"Eau embouteillée de source";34;17;2474;"1";4,54 €;100;0;0;0
2475;"Eau minérale Abatilles, embouteillée, non gazeuse, faiblement minéralisée (Arcachon, 33)";34;17;2475;"1";3,21 €;100;0;0;0
2476;"Eau minérale Aix-les-Bains, embouteillée, non gazeuse, faiblement minéralisée (Aix-les-Bains, 73)";34;17;2476;"1";4,66 €;100;0;0;0
2477;"Eau minérale Aizac, embouteillée, gazeuse, faiblement minéralisée (Aizac, 07)";34;17;2477;"1";4,31 €;100;0;0;0
2478;"Eau minérale Amanda, embouteillée, non gazeuse, fortement minéralisée (St-Amand, 59)";34;17;2478;"1";2,98 €;100;0;0;0
2479;"Eau minérale Arcens, embouteillée, gazeuse, moyennement minéralisée (Arcens, 07)";34;17;2479;"1";15,41 €;100;0;0;0
2480;"Eau minérale Ardesy, embouteillée, gazeuse, fortement minéralisée (Ardes, 63)";34;17;2480;"1";3,40 €;100;0;0;0
2481;"Eau minérale Auvergne, embouteillée, gazeuse, fortement minéralisée (Cornillon, 38)";34;17;2481;"1";11,51 €;100;0;0;0
2482;"Eau minérale Celtic, embouteillée, gazeuse ou non gazeuse, très faiblement minéralisée (Niederbronn, 67)";34;17;2482;"1";4,66 €;100;0;0;0
2483;"Eau minérale Chambon, embouteillée, non gazeuse, faiblement minéralisée (Chambon, 45)";34;17;2483;"1";4,54 €;100;0;0;0
2484;"Eau minérale Chantemerle, embouteillée, non gazeuse, faiblement minéralisée (Le Pestrin, 07)";34;17;2484;"1";4,66 €;100;0;0;0
2485;"Eau minérale Chateauneuf, embouteillée, gazeuse, fortement minéralisée (Chateauneuf, 63)";34;17;2485;"1";7,02 €;100;0;0;0
2486;"Eau minérale Chateldon, embouteillée, gazeuse, fortement minéralisée (Chateldon, 63)";34;17;2486;"1";7,21 €;100;0;0;0
2487;"Eau minérale Clos de l'Abbaye, embouteillée, non gazeuse, moyennement minéralisée (St-Amand, 59)";34;17;2487;"1";10,26 €;100;0;0;0
2488;"Eau minérale Contrex, embouteillée, non gazeuse, fortement minéralisée (Contrexéville, 88)";34;17;2488;"1";3,40 €;100;0;0;0
2489;"Eau minérale Dax, embouteillée, non gazeuse, moyennement minéralisée (Dax, 40)";34;17;2489;"1";7,97 €;100;0;0;0
2490;"Eau minérale Didier, embouteillée, gazeuse, fortement minéralisée (Martinique)";34;17;2490;"1";7,97 €;100;0;0;0
2491;"Eau minérale Didier, embouteillée non gazeuse, fortement minéralisée (Martinique)";34;17;2491;"1";2,64 €;100;0;0;0
2492;"Eau minérale Evian, embouteillée, non gazeuse, faiblement minéralisée (Evian, 74)";34;17;2492;"1";11,61 €;100;0;0;0
2493;"Eau minérale Hépar, embouteillée, non gazeuse, fortement minéralisée (Vittel, 88)";34;17;2493;"1";8,69 €;100;0;0;0
2494;"Eau minérale Hydroxydase, embouteillée, gazeuse, fortement minéralisée (Le Breuil sur Couze, 63)";34;17;2494;"1";3,74 €;100;0;0;0
2495;"Eau minérale Vernière, embouteillée, gazeuse, moyennement minéralisée (Les Aires, 34)";34;17;2495;"1";3,74 €;100;0;0;0
2496;"Eau minérale Luchon, embouteillée, non gazeuse, faiblement minéralisée (Luchon, 31)";34;17;2496;"1";12,40 €;100;0;0;0
2497;"Eau minérale Mont-Roucous, embouteillée, très faiblement minéralisée (Lacaune, 81)";34;17;2497;"1";3,86 €;100;0;0;0
2498;"Eau de source Ogeu, embouteillée, faiblement minéralisée (Ogeu, 64)";34;17;2498;"1";3,51 €;100;0;0;0
2499;"Eau minérale Orée du bois, embouteillée, non gazeuse, moyennement minéralisée (St-Amand, 59)";34;17;2499;"1";11,60 €;100;0;0;0
2500;"Eau minérale Orezza, embouteillée, gazeuse, moyennement minéralisée (Rapaggio, 20B)";34;17;2500;"1";14,77 €;100;0;0;0
2501;"Eau minérale Parot, embouteillée, gazeuse, moyennement minéralisée (St-Romain-le-Puy, 42)";34;17;2501;"1";1,84 €;100;0;0;0
2502;"Eau minérale Plancoet, embouteillée, gazeuse ou non gazeuse, faiblement minéralisée (Plancoet, 22)";34;17;2502;"1";13,97 €;100;0;0;0
2503;"Eau minérale Propiac, embouteillée, non gazeuse, fortement minéralisée (Propiac, 26)";34;17;2503;"1";3,86 €;100;0;0;0
2504;"Eau minérale Puits St-Georges, embouteillée, gazeuse, moyennement minéralisée (St-Romain-le-Puy, 42)";34;17;2504;"1";3,74 €;100;0;0;0
2505;"Eau minérale Quézac, embouteillée, gazeuse, moyennement minéralisée (Quézac, 48)";34;17;2505;"1";3,86 €;100;0;0;0
2506;"Eau minérale Reine des basaltes, embouteillée, gazeuse, moyennement minéralisée (Asperjoc, 07)";34;17;2506;"1";6,22 €;100;0;0;0
2507;"Eau minérale Rozana, embouteillée, gazeuse, fortement minéralisée (Beauregard, 63)";34;17;2507;"1";6,41 €;100;0;0;0
2508;"Eau minérale Sail-les-Bains, embouteillée, non gazeuse, faiblement minéralisée (Sail-les-Bains, 42)";34;17;2508;"1";9,46 €;100;0;0;0
2509;"Eau minérale Salvetat, embouteillée, gazeuse, moyennement minéralisée (La Salvetat, 34)";34;17;2509;"1";3,74 €;100;0;0;0
2510;"Eau minérale Soultzmatt , embouteillée, gazeuse, moyennement minéralisée ( Soultzmatt, 68)";34;17;2510;"1";7,17 €;100;0;0;0
2511;"Eau minérale St-Amand, embouteillée, gazeuse ou non gazeuse, moyennement minéralisée (St-Amand, 59)";34;17;2511;"1";7,17 €;100;0;0;0
2512;"Eau minérale St-Antonin, embouteillée, non gazeuse, fortement minéralisée (St-Antonin-Noble-Val, 82)";34;17;2512;"1";10,59 €;100;0;0;0
2513;"Eau minérale St-Diéry, embouteillée, gazeuse, fortement minéralisée (St-Diéry, 63)";34;17;2513;"1";6,09 €;100;0;0;0
2514;"Eau minérale Ste-Marguerite, embouteillée, gazeuse, moyennement minéralisée (St-Maurice, 63)";34;17;2514;"1";3,12 €;100;0;0;0
2515;"Eau minérale St-Yorre, embouteillée, gazeuse, fortement minéralisée (Saint-Yorre, 03)";34;17;2515;"1";3,89 €;100;0;0;0
2516;"Eau minérale Thonon, embouteillée, non gazeuse, faiblement minéralisée (Thonon, 74)";34;17;2516;"1";5,79 €;100;0;0;0
2517;"Eau minérale Ventadour, embouteillée, gazeuse, faiblement minéralisée (Le Pestrin, 07)";34;17;2517;"1";5,79 €;100;0;0;0
2518;"Eau minérale Vernet, embouteillée, gazeuse, faiblement minéralisée (Prades, 07)";34;17;2518;"1";4,46 €;100;0;0;0
2519;"Eau minérale Vichy Célestins, embouteillée, gazeuse, fortement minéralisée (Saint-Yorre, 03)";34;17;2519;"1";5,91 €;100;0;0;0
2520;"Eau minérale Vittel, embouteillée, non gazeuse, moyennement minéralisée (Vittel, 88)";34;17;2520;"1";5,56 €;100;0;0;0
2521;"Eau minérale Volvic, embouteillée, non gazeuse, faiblement minéralisée (Volvic, 63)";34;17;2521;"1";4,23 €;100;0;0;0
2522;"Eau minérale Volvic active, embouteillée, gazeuse, faiblement minéralisée (Volvic, 63)";34;17;2522;"1";3,35 €;100;0;0;0
2523;"Eau minérale Wattwiller, embouteillée, gazeuse ou non gazeuse, faiblement minéraliséee (Wattwiller, 68)";34;17;2523;"1";4,65 €;100;0;0;0
2524;"Eau minérale Perrier, embouteillée, gazeuse, faiblement minéralisée (Vergèse, 30)";34;17;2524;"1";3,12 €;100;0;0;0
2525;"Eau minérale Badoit, embouteillée, gazeuse, moyennement minéralisée (St-Galmier, 42)";34;17;2525;"1";5,91 €;100;0;0;0
2526;"Eau minérale Avra, embouteillée, non gazeuse, faiblement minéralisée (Grèce)";34;17;2526;"1";5,79 €;100;0;0;0
2527;"Eau minérale Beckerich, embouteillée, non gazeuse, faiblement minéralisée (Luxembourg)";34;17;2527;"1";5,91 €;100;0;0;0
2528;"Eau minérale Caramulo, embouteillée, non gazeuse, très faiblement minéralisée (Portugal)";34;17;2528;"1";8,27 €;100;0;0;0
2529;"Eau minérale Chaudfontaine, embouteillée, non gazeuse, faiblement minéralisée (Belgique)";34;17;2529;"1";8,46 €;100;0;0;0
2530;"Eau minérale Christinen Brunnen, embouteillée, non gazeuse, moyennement minéralisée (Allemagne)";34;17;2530;"1";11,51 €;100;0;0;0
2531;"Eau minérale Courmayeur, embouteillée, non gazeuse, fortement minéralisée (Italie)";34;17;2531;"1";4,65 €;100;0;0;0
2532;"Eau minérale Highland spring, embouteillée, non gazeuse, faiblement minéralisée (Écosse)";34;17;2532;"1";9,22 €;100;0;0;0
2533;"Eau minérale Levissima, embouteillée, non gazeuse, faiblement minéralisée (Italie)";34;17;2533;"1";9,22 €;100;0;0;0
2534;"Eau minérale Luso, embouteillée, non gazeuse, très faiblement minéralisée (Portugal)";34;17;2534;"1";3,89 €;100;0;0;0
2535;"Eau minérale Néro, embouteillée, non gazeuse, faiblement minéralisée (Grèce)";34;17;2535;"1";16,97 €;100;0;0;0
2536;"Eau minérale Penacova, embouteillée, non gazeuse, très faiblement minéralisée (Portugal)";34;17;2536;"1";3,09 €;100;0;0;0
2537;"Eau minérale San Benedetto, embouteillée, faiblement minéralisée (Italie)";34;17;2537;"1";4,99 €;100;0;0;0
2538;"Eau minérale San Bernardo, embouteillée, très faiblement minéralisée (Italie)";34;17;2538;"1";4,99 €;100;0;0;0
2539;"Eau minérale San Pellegrino, embouteillée, gazeuse, moyennement minéralisée (Italie)";34;17;2539;"1";3,66 €;100;0;0;0
2540;"Eau minérale Spa-Reine, embouteillée, gazeuse ou non non gazeuse, moyennement minéralisée (Belgique)";34;17;2540;"1";5,11 €;100;0;0;0
2541;"Eau minérale Talians, embouteillée, non gazeuse, fortement minéralisée (Italie)";34;17;2541;"1";4,76 €;100;0;0;0
2542;"Eau minérale Valvert, embouteillée, non gazeuse, faiblement minéralisée (Belgique)";34;17;2542;"1";3,43 €;100;0;0;0
2543;"Eau minérale Appollinaris, embouteillée, non gazeuse, fortement minéralisée (Allemagne)";34;17;2543;"1";2,60 €;100;0;0;0
2544;"Eau de source Cristaline, embouteillée, non gazeuse";34;17;2544;"1";3,85 €;100;0;0;0
2545;"Eau minérale Biovive, embouteillée, non gazeuse, faiblement minéralisée (Dax, 40)";34;17;2545;"1";11,64 €;100;0;0;0
2546;"Eau minérale La Cairolle, embouteillée, non gazeuse, fortement minéralisée (Les Aires, 34)";34;17;2546;"1";5,11 €;100;0;0;0
2547;"Eau minérale Cilaos, embouteillée, gazeuse, fortement minéralisée (Cilaos, 974)";34;17;2547;"1";4,99 €;100;0;0;0
2548;"Eau minérale La Française, embouteillée, non gazeuse, fortement minéralisée (Propiac, 26)";34;17;2548;"1";5,11 €;100;0;0;0
2549;"Eau minérale Montcalm, embouteillée, non gazeuse, très faiblement minéralisée (Auzat, 09)";34;17;2549;"1";7,47 €;100;0;0;0
2550;"Eau minérale Montclar, embouteillée, non gazeuse, faiblement minéralisée (Montclar, 04)";34;17;2550;"1";7,66 €;100;0;0;0
2551;"Eau minérale Nessel, embouteillée, gazeuse, moyennement minéralisée (Soultzmatt, 68)";34;17;2551;"1";10,71 €;100;0;0;0
2552;"Eau minérale Ogeu, embouteillée, gazeuse, faiblement minéralisée (Ogeu-les-Bains, 64)";34;17;2552;"1";3,85 €;100;0;0;0
2553;"Eau minérale Ogeu, embouteillée, non gazeuse, faiblement minéralisée (Ogeu-les-Bains, 64)";34;17;2553;"1";8,42 €;100;0;0;0
2554;"Eau minérale Prince Noir, embouteillée, non gazeuse, fortement minéralisée (St-Antonin-Noble-Val, 82)";34;17;2554;"1";8,42 €;100;0;0;0
2555;"Eau minérale St-Alban, embouteillée, gazeuse, moyennement minéralisée (St-Alban, 42)";34;17;2555;"1";3,09 €;100;0;0;0
2556;"Eau minérale St-Géron, embouteillée, gazeuse, moyennement minéralisée (St-Géron, 43)";34;17;2556;"1";7,96 €;100;0;0;0
2557;"Eau minérale St-Michel-de-Mourcairol, embouteillée, gazeuse, moyennement minéralisée (Les Aires, 34)";34;17;2557;"1";10,71 €;100;0;0;0
2558;"Eau minérale Treignac, embouteillée, non gazeuse, très faiblement minéralisée (Treignac, 19)";34;17;2558;"1";3,64 €;100;0;0;0
2559;"Eau minérale Vals, embouteillée, gazeuse, moyennement minéralisée (Vals-les-Bains, 07)";34;17;2559;"1";3,64 €;100;0;0;0
2560;"Eau minérale Vauban, embouteillée, non gazeuse, moyennement minéralisée (St-Amand-les-Eaux, 59)";34;17;2560;"1";11,41 €;100;0;0;0
2561;"Eau minérale Carola, embouteillée, gazeuse ou non gazeuse, moyennement minéralisée (Ribeauville, 68)";34;17;2561;"1";3,76 €;100;0;0;0
2562;"Eau minérale Mont-Blanc, embouteillée, non gazeuse, faiblement minéralisée (Italie)";34;17;2562;"1";3,41 €;100;0;0;0
2563;"Eau minérale Eden (La Goa), embouteillée, non gazeuse, faiblement minéralisée (Suisse)";34;17;2563;"1";8,72 €;100;0;0;0
2564;"Jus d'ananas, à base de concentré";34;6;62767;"1";10,16 €;100;0;0;0
2565;"Jus multifruit, pur jus, multivitaminé";34;6;62768;"1";7,17 €;100;0;0;0
2566;"Jus de fruits (aliment moyen)";34;6;62769;"1";9,41 €;100;0;0;0
2567;"Jus de carotte, pur jus";34;6;62770;"1";3,76 €;100;0;0;0
2568;"Jus de citron, maison";34;6;62771;"1";3,64 €;100;0;0;0
2569;"Jus multifruit - base orange, multivitaminé";34;6;62772;"1";3,76 €;100;0;0;0
2570;"Jus d'orange, à base de concentré";34;6;62773;"1";6,12 €;100;0;0;0
2571;"Jus d'orange, maison";34;6;62774;"1";6,31 €;100;0;0;0
2572;"Jus de pomme, à base de concentré";34;6;62775;"1";9,36 €;100;0;0;0
2573;"Jus de pamplemousse (pomélo), à base de concentré";34;6;62776;"1";7,17 €;100;0;0;0
2574;"Jus de raisin, pur jus";34;6;62777;"1";7,07 €;100;0;0;0
2575;"Jus de grenade, pur jus";34;6;62778;"1";7,07 €;100;0;0;0
2576;"Jus de pruneau";34;6;62779;"1";13,07 €;100;0;0;0
2577;"Jus de raisin, à base de concentré";34;6;62780;"1";7,35 €;100;0;0;0
2578;"Jus de mangue, frais";34;6;62781;"1";11,96 €;100;0;0;0
2579;"Jus de fruit de la passion ou maracudja, frais";34;6;62782;"1";2,84 €;100;0;0;0
2580;"Jus de pamplemousse (pomélo), maison";34;6;62783;"1";2,84 €;100;0;0;0
2581;"Jus de tomate, pur jus, salé à 3 g/L";34;6;62784;"1";11,15 €;100;0;0;0
2582;"Jus de pamplemousse (pomelo), pur jus";34;6;62785;"1";2,96 €;100;0;0;0
2583;"Jus de citron, pur jus";34;6;62786;"1";4,66 €;100;0;0;0
2584;"Jus de citron vert, maison";34;6;62787;"1";10,39 €;100;0;0;0
2585;"Jus de citron vert, pur jus";34;6;62788;"1";5,82 €;100;0;0;0
2586;"Jus de tomate, pur jus, salé à 6g/L";34;6;62789;"1";12,29 €;100;0;0;0
2587;"Jus de clémentine ou mandarine, pur jus";34;6;62790;"1";5,82 €;100;0;0;0
2588;"Jus multifruit, pur jus, standard";34;6;62791;"1";2,96 €;100;0;0;0
2589;"Jus de grenade, frais";34;6;62792;"1";2,84 €;100;0;0;0
2590;"Jus de tomate, pur jus (aliment moyen)";34;6;62793;"1";2,96 €;100;0;0;0
2591;"Jus multifruit, à base de concentré, standard";34;6;62794;"1";5,32 €;100;0;0;0
2592;"Jus d'orange, pur jus";34;6;62795;"1";5,51 €;100;0;0;0
2593;"Jus de fruits, pur jus (aliment moyen)";34;6;62796;"1";8,56 €;100;0;0;0
2594;"Jus d'ananas, pur jus";34;6;62797;"1";10,96 €;100;0;0;0
2595;"Jus de pomme, pur jus";34;6;62798;"1";6,27 €;100;0;0;0
2596;"Jus de légumes, pur jus (aliment moyen)";34;6;62799;"1";6,27 €;100;0;0;0
2597;"Jus de fruits, à base de concentré (aliment moyen)";34;6;62800;"1";15,01 €;100;0;0;0
2598;"Smoothie";34;6;62801;"1";11,39 €;100;0;0;0
2599;"Nectar d'abricot";34;6;62802;"1";2,64 €;100;0;0;0
2600;"Nectar de papaye";34;6;62803;"1";4,54 €;100;0;0;0
2601;"Nectar de poire";34;6;62804;"1";4,54 €;100;0;0;0
2602;"Nectar multifruit, multivitaminé";34;6;62805;"1";3,21 €;100;0;0;0
2603;"Nectar multifruit, standard";34;6;62806;"1";4,66 €;100;0;0;0
2604;"Nectar de fruit de la passion ou maracuja";34;6;62807;"1";4,31 €;100;0;0;0
2605;"Nectar de banane";34;6;62808;"1";2,98 €;100;0;0;0
2606;"Nectar de goyave";34;6;62809;"1";18,46 €;100;0;0;0
2607;"Nectar de mangue";34;6;62810;"1";3,40 €;100;0;0;0
2608;"Nectar de pêche";34;6;62811;"1";11,51 €;100;0;0;0
2609;"Nectar d'orange";34;6;62812;"1";4,66 €;100;0;0;0
2610;"Boisson gazeuse, sans jus de fruit, non sucrée, avec édulcorants";34;6;62813;"1";4,54 €;100;0;0;0
2611;"Limonade, sucrée";34;6;62814;"1";4,66 €;100;0;0;0
2612;"Eau de coco";34;6;62815;"1";7,02 €;100;0;0;0
2613;"Boisson à l'eau minérale ou de source, aromatisée, sucrée";34;6;62816;"1";7,21 €;100;0;0;0
2614;"Tonic ou bitter, non sucré, avec édulcorants";34;6;62817;"1";10,26 €;100;0;0;0
2615;"Tonic ou bitter, sucré, avec édulcorants";34;6;62818;"1";3,40 €;100;0;0;0
2616;"Boisson au thé, aromatisée, sucrée, avec édulcorants";34;6;62819;"1";7,97 €;100;0;0;0
2617;"Limonade, sucrée, avec édulcorants";34;6;62820;"1";7,97 €;100;0;0;0
2618;"Cola, sucré";34;6;62821;"1";2,64 €;100;0;0;0
2619;"Boisson gazeuse aux fruits (de 10 à 50% de jus), sucrée";34;6;62822;"1";14,16 €;100;0;0;0
2620;"Boisson plate aux fruits, (à moins de 10% de jus), non sucrée, avec édulcorants";34;6;62823;"1";10,59 €;100;0;0;0
2621;"Boisson plate aux fruits (à moins de 10% de jus), sucrée";34;6;62824;"1";3,74 €;100;0;0;0
